gracintyAvyaktarUpAya	acintyAvyaktarUpAya
savitfDaritrImaDyAntarAlayojanAnyaSezAvanitalamaRqalavyAsapramARasya	savitfDaritrImaDyAntarAlayojanAnyaSezAvanitalamaRqalavyAsapramARasya
SaNkervivaraM	SaNkoH^vivaraM
taTA	taTA
ca	ca
dvitIyasya	dvitIyasya
tAvacCaNkoravasTAnABAvAcca	tAvacCaNkoravasTAnABAvAcca
na	na
yujyate	yujyate
tasmAtsuzWvataM	tasmAtsuzWUktaM
pradIpacCAyAdvayakarmAlApAvatAro$pi	pradIpacCAyA^dvaya^karmAlApAvatAro$pi
nopapadyata'	nopapadyate
iti	iti
iyaM	iyaM
ca	ca
DaritrI	DaritrI
golAkArA	golAkArA
paWyate	paWyate
tena	tena
tatpfzWavateinAmasmAkaM	tatpfzWavartinAmasmAkaM
vakratvAtpariDeH	vakratvAtpariDeH
SaNkucCAyA	SaNkucCAyA
BujakowikarmaparikalpanA$tra	BujakowikarmaparikalpanAtra
na	na
pravartate	pravartate
yata	yataH
salilasamIkfte	salilasamIkfte
pradeSe	pradeSe
SaNkucCAyayA	SaNkucCAyayA
BujAkowikarRakzetrasaMsTAnaM	BujAkowikarRakzetrasaMsTAnaM
na	na
cEtAvatyA	ca^etAvatyA
Buva	BuvaH
Sakyate	Sakyate
samIkaraRaM	samIkaraRaM
kartum	kartum
SraTAByupagamyedamudAhriyatevizuvatyujjayinyAM	aTAByupagamyedamudAhriyate^vizuvatI^ujjayinyAM
dinArDavatinyuzRadIDitO	dinArDavartinI^uzRadIDitO
CAyA	CAyA
paYcANgulA	paYcANgulA
tayA$kzo	tayA$kzo
labDo	labDo
BAgA	BAgAH
dvAviMSatiliptAssaptatriSat	dvAviMSatirliptAssaptatriMSat
anenAkzeRa	anenAkzeRa
laNkojjayinyantarAlayojanAni	laNkojjayinyantarAlayojanAni
labDAni	labDAni
saptAmbarayamasaNKyAni	saptAmbarayamasaNKyAni
207	207
tata	tata
ujjayinyA	ujjayinyA
uttareRa	uttareRa
vizuvatyeva	vizuvatyeva
maDyAhnacCAyA	maDyAhnacCAyA
sTAneSvare	sTAneSvare
saptANagulA	saptANgulA
tayA	tayA
cAkzo	cAkzo
labDo	labDoH
BAgAstriSat	BAgAstriMSat
sapAdAH	sapAdAH
anenAkzeRa	anenAkzeRa
laNkAsTAneSvarAntarAlayojanAni	laNkAsTAneSvarAntarAlayojanAni
labDAni	labDAni
SarAdriyamasaNKyAni	SarAdriyamasaNKyAni
275	275
pratrEtezAM	atrEtezAM
yojanAnAM	yojanAnAM
viSezo$zwazazwi	viSezaH^azwazazwiH
SaNkudvayavivaraM	SaNkudvayavivaraM
CAyayorantareRa	CAyayorantareRa
dvAByAM	dvAByAM
yuktA$zwazazwi	yuktA^azwazazwiH
CAyAgravivaraM	CAyAgravivaraM
saptatiH	saptatiH
pratna	atra
gaRitakarma	gaRitakarma
''CAyAguRitaM	CAyAguRitaM
CAyAgravivaram''	CAyAgravivaram
ityAdikarmaRA	ityAdikarmaRA
kowiyojanAni	kowiyojanAni
laByante	laByante
tESca	tEH^ca
dvitIyacCAyayA	dvitIyacCAyayA
nIyamAnElENkAsTAneSvarAntarAlayojanEreva	nIyamAnE^rlaNkAsTAneSvarAntarAlayojanErEva
Bavitavyam	Bavitavyam
yasmAttasmin	yasmAttasmin
kAle	kAle
vivasvadaDovasTito	vivasvadaDovasTitaH
deSo	deSaH
laNkA	laNkA
yadi	yadi
vivasvAn	vivasvAn
BujA	BujA
yadi	yadi
vA	vA
vivasvato	vivasvataH
ya	yaH
ucCuAyaH	ucCrAyaH
tasmAt	tasmAt
kowerlaNkAsTAneSvarAntarAlayojanasaNKyAnatvAd	kowe^rlaNkAsTAneSavarAntarAlayojanasaNKyAnatvAt
gaRitakarmApyatra	gaRitakarmApyatra
na	na
krAmati	krAmati
atra	atra
ca	ca
yayA	yayA
krowaDA	kowyA
BujA	BujA
sADyate	sADyate
sA	sA
ca	ca
tAvanna	tAvanna
sidDA	sidDA
tayA$sidDayA	tayA$sidDayA
sidDaBujA	sidDaBujA
sADyate	sADyate
ityetadayuktam	ityetadayuktam
anyacca	anyacca
yacCAyA	yacCAyA
dvAdaSANgulasya	dvAdaSANgulasya
SaNkoH	SaNkoH
pratyakzamasmABirupalabDA	pratyakzamasmABirupalabDA
tayA$$qgulapramARayA	tayA$$NgulapramARayA
yojanEH	yojanEH
karma	karma
kriyata	kriyate
ityetacca	ityetacca
nopapadyate	nopapadyate
praTa	aTa
dvAdaSayojanapramARasya	dvAdaSayojanapramARasya
SaNkoH	SaNkoH
paYcayojanA	paYcayojanA
saptayojanA	saptayojanA
ca	ca
CAyetyetadapi	CAyetyetadapi
tAvataH	tAvataH
SaNkolambakena	SaNkorlambakena
fjusTitiraSakyA	fjusTitiraSakyA
jYAtuM	jYAtuM
na	na
cotkzepaRasTApane	cotkzepaRasTApane
CAyA	CAyA
ca	ca
samAyAmavanO	samAyAmavanO
sADyate	sADyate
tAvatsu	tAvatsu
yojanezu	yojanezu
nimnonnatasaridityAdivizamatA'	nimnonnatasaridityAdivizamatA
tena	tena
tadavagatirna	tadavagatiH^na
Sakyate	Sakyate
tasmAdyaTAgamasidDAveva	tasmAdyaTAgamasidDAveva
sahasramarIcerucCAyavizkamBO	sahasramarIcerUcCrAyavizkamBO
tato	tato
nAtreyaM	nAtreyaM
gaRitaprakriyAprakAravAgurA	gaRitaprakriyAprakAravAgurA
prasAraRIyeti	prasAraRIyeti
16	16
BujakowikarRAnAM	BujakowikarRAnAM
sambanDaH	sambanDaH
karRAnayanArTamAh	karRAnayanArTamAha
yaScEva	yaScEva
BujAvargaH	BujAvargaH
kowIvargaSca	kowIvargaSca
karRavargaH	karRavargaH
saH	saH
yaSca	yaSca
BujAvargaH	BujAvargaH
yaSca	yaSca
kowivargaH	kowivargaH
etO	etO
vagI	vargO
ekatra	ekatra
karRavargo	karRavargo
Bavati	Bavati
uddeSakraHtricatuzkaBujAkowayo	uddeSakaH^tricatuzkaBujAkowyoH
zaqazwasaNKyAnayostayoScApi	zaqazwasaNKyAnayostayoScApi
dvatdaSakanavakayoSca	dvAdaSakanavakayoH^ca
krameRa	krameRa
karRA	karRA
vinikzeSayaH	vinirdeSyAH
1	1
parileKaH	parileKaH
43	43
karaRamete	karaRam^ete
BujAkowI	BujAkowI
34	3^4
etayorvagA~	etayoH^vargO
916	9^16
ekatra	ekatra
karRavargaH	karRavargaH
25	25
grasya	asya
mUlaM	mUlaM
karRaH	karRaH
5	5
evamaDyaDaSrikzetre	evamaDyarDASrikzetre
prAyatacaturaSrakzetre	AyatacaturaSrakzetre
vA	vA
karRo	karRaH
yojyaH	yojyaH
evaM	evaM
pariSizwakzetrayoH	pariSizwakzetrayoH
kaROM	karRO
labDO	labDO
10	10
15	15
vftte$rDajyAhArayo	vftte$rDajyASarayoH
sambanDa	sambanDaH
vfttakzetrAvagAhajyAnayanAyAryApaScArDamAha	vfttakzetrAvagAhajyAnayanAryApaScArDamAha
vftte	vftte
SarasaMvagoM$DaMjyAvagaMH	SarasaMvargaH^arDajyAvargaH
sa	sa
Kalu	Kalu
DanuzoH	DanuzoH
17	17
vftte	vftte
kzetre	kzetre
SarayoH	SarayoH
saMvargaH	saMvargaH
SarasaMvargaH	SarasaMvargaH
saH	saH
arDajyAvargo	arDajyAvargo
Bavati	Bavati
sa	sa
Kalu	Kalu
DanuzoH	DanuzoH
tayoreva	tayoH^eva
DanuzorarDajyAvargo	DanuzoH^arDajyAvargaH
Bavati	Bavati
uddeSaka	uddeSakaH
kzetre	kzetre
daSavizkamBe	daSAvizkamBe
dvikAzwasaNKyO	dvikAzwasaNKyO
SarO	SarO
mayA	mayA
dfzwO	dfzwO
tatrEva	tatrEva
navEkamitAvarDajye	navEkamitAvarDajye
tu	tu
kramAd	kramAd
vAcye	vAcye
1	1
nyAsa	nyAsaH
parileKa	parileKaH
44	44
karaRam	karaRam
etO	etO
dvO	dvO
SarO	SarO
2	2
8	8
etayoH	etayoH
saMvargo$rDajyAvargaH	saMvargo$rDajyAvargaH
16	16
asya	asya
mUlam	mUlaM
4	4
iyamarDajyA	iyaM^arDajyA
dvitIyoddeSake$pi	dvitIyoddeSake$pi
labDA$rDajyA	labDA$rDajyA
3	3
pratrEva	atrEva
SyenamUzikoddeSAn	SyenamUzikoddeSAn
vyAvarRayanti	vyAvarRayanti
tadyaTAprarDajyA	tadyaTA^arDajyA
BujA	BujA
SrarDajyAmaRqalakendrAntarAlaM	arDajyAmaRqalakendrAntarAlaM
kowiH	kowiH
tadvargayogamUlaM	tadvargayogamUlaM
karRo	karRaH
maRqalabyAsArDam	maRqalavyAsArDam
tattu	tattu
pradarSyate	pradarSyate
syAsa°–	nyAsaH
parileKa	parileKaH
45	45
iyamarDajyA	iyaM^arDajyA
SyenasTAnocCAyaH	SyenasTAnocCrAyaH
arDajyApariDyantarAlaM	arDajyApariDyantarAlaM
mUzikapracAraBUmi	mUzikapracAraBUmiH
'vizkamBArDaM	vizkamBArDaM
karRaH	karRaH
SyenamArga	SyenamArgaH
maRqalakendraM	maRqalakendraM
mUzikavaDapradeSa	mUzikavaDapradeSaH
tatra	tatra
SyenasTAnocCrAyo$rGajyA	SyenasTAnocCrAyo$rDajyA
iti	iti
tadvagoM	tadvargo
mUzikapracAraBUmiH	mUzikapracAraBUmiH
Sara	SaraH
iti	iti
tena	tena
viBajyate	viBajyate
labDaM	labDaM
dvitIya	dvitIyaH
SaraH	SaraH
tena	tena
'antarayuktaM	antarayuktaM
hInaM	hInaM
Slo0	Slo
24	24
ityetaM	ityetaM
kftvA	kftvA
labDaM	labDaM
mUzikAvAsaprApyaBUmiH	mUzikAvAsaprApyaBUmiH
SyenagatikarRapramARaM	Syena^gati^karRapramARaM
ca	ca
ya	ya
eva	eva
dvitIyo	dvitIyo
mahASaraH	mahASaraH
sa^eva	sEva
vaMSaBaNgapade	vaMSaBaNgapade
grarDayaSrikzetrAkAreRa	arDatryaSrikzetrAkAreRa
vyavasTitaH	vyavasTitaH
tacca	tacca
pradarSitam	pradarSitam
evaM	evaM
gaRitaM	gaRitaM
bIjamAtramupadizwam	bIjamAtramupadizwam
uddeSaka	uddeSakaH
dvAdaSahstocCfitasya	dvAdaSahastocCritasya
prAkArasyopari	prAkArasyopari
Syeno	Syeno
vyavasTitaH	vyavasTitaH
tena	tena
prAkAramUlAccaturviMSatihstanizkrAnto	prAkAramUlAccaturviMSatihastanizkrAnto
mUziko	mUzikaH
dfzwa	dfzwaH
tena	tena
mUzikena	mUzikena
ca	ca
Syena	SyenaH
tatra	tatra
mUzikastadBayAt	mUzikaH^tadBayAt
prAkArAvasTitamAtmIyAlayaM	prAkArAvasTitamAtmIyAlayaM
drutataraM	drutataraM
prasTito$ntare	prasTito$ntare
Syenena	Syenena
karRagatinA	karRagatinA
vyApAditaH	vyApAditaH
tatrecCAmo	tatrecCAmo
jYAtuM	jYAtuM
kiyadantaramAKunA	ki^yadantaramAKunA
prAptaM	prAptam
kiyadvA	kiyadvA
SyenenAyAtamiti	SyenenAyAtamiti
2	2
nyaTsaparileKa	nyAsaH^parileKaH
46	46
karaRam	karaRam
SyenocCAyavargaH	SyenocCrAyavargaH
144	144
etadanena	etadanena
mUzikapracAraBUmipramARena	mUzikapracAraBUmipramARena
24	24
viBajya	viBajya
labDam	labDaM
6	6
anenAntareRa	anenAntareRa
mUzikapracAraBUmiryuktA	mUzikapracAraBUmiH^yuktA
30	30
prapacitA	apacitA
18	18
etayorarDa	etayorarDaM
SyenagatirmUzikAvAsAntarAlaM	SyenagatirmUzikAvAsAntarAlaM
ca	ca
yaTAkrameRa	yaTAkrameRa
15	15
9	9
uddeSaka	uddeSakaH
azwAdaSakocCuye	azwAdaSakocCrAye
SyenaH	SyenaH
stamBe	stamBe
sTito	sTito
hyAKuH	hyAKuH
AvAsAnnizkrAntastvekASItyA	AvAsAnnizkrAntastvekASItyA
BayAcCayenAt	BayAt^SrayenAt
gacCannAlayavfzwi	gacCannAlayadfzwiH
krUreRa	krUreRa
nipAtitastato	nipAtitastato
mArge	mArge
kiyatA	kiyatA
prApnoti	prApnoti
bilaM	bilaM
SyenagatirvA	SyenagatirvA
tadA	tadA
vAcayam	vAcyam
3	3
syAsa	nyAsaH
parileKa	parileKaH
47	47
1	labDamAKorAgataBUmiH
8	8
SyenagatiH	SyenagatiH
3	42
家	1
家	2
anenEva	anenEva
prakAreRa	prakAreRa
vaMSaBaNgoddeSaka	vaMSaBaNgoddeSakaH
azwAdaSakocCAyo	azwAdaSakocCrAyo
vaMSo	vaMSo
vAtena	vAtena
pAtito	pAtito
mUlAt	mUlAt
zaqgatvA$sO	zaqgatvA$sO
patitastriBujaM	patitastriBujaM
kftvA	kftvA
kva	kva
BagnaH	BagnaH
syAt	syAt
4	4
syAsa	nyAsaH
vaMSaH	vaMSaH
18	15
mUlAdyo$pasAra	mUlAdyo$pasAraH
tatpramARamarDajyA	tatpramARamarDajyA
6	6
tasya	tasya
vargaH	vargaH
36	36
vaMSapramARenAnena	vaMSapramARenAnena
18	18
Bakto	Bakto
labDaM	labDaM
21	2
pUrvavat	pUrvavat
''prantarayuktaM	antarayuktaM
hInaM	hInaM
dalitam''	dalitam
gaRita0	gaRitaí
24	24
iti	iti
vaMSaSakale	vaMSaSakale
10	10
8	8
parileKa	parileKaH
48	48
uddeSaka	uddeSakaH
zoqaSahasto	zoqaSahasto
vaMSaH	vaMSaH
pavanena	pavanena
nipAtita	nipAtitaH
svamUlAttat	svamUlAttat
azwO	azwO
gatvA	gatvA
patita	patitaH
kasmin	kasmin
Bagno	Bagno
marutvato	marutvato
vAcya	vAcyaH
5	5
FyaTsa	nyAsaH
parileKa	parileKaH
49	49
labDe	labDe
vaMSaSakale	vaMSaSakale
10	10
6	6
kamaloddeSakezu	kamaloddeSakezu
dfSyakamalapramARameka	dfSyakamalapramARamekaH
Sara	SaraH
kamalanimajjanaBUmirarDajyA	kamalanimajjanaBUmirarDajyA
atra	atra
pUrvavadarDajyAvarge	pUrvavadarDajyAvarge
Sarahfte	Sarahfte
mahASaro	mahASaraH
laByate	laByate
tatra	tatra
dfSyakamalasaMkramaRena	dfSyakamalasaMkramaRena
jalapramARaM	jalapramARaM
kamalapramARaM	kamalapramARaM
ca	ca
uddeSakaH	uddeSakaH
kamalaM	kamalaM
jalAtpravfSyaM	jalAtpradfSyaM
vikasitamazwANgulaM	vikasitamAzwANgulaM
nivAtena	nivAtena
nItaM	nItaM
majjati	majjati
haste	haste
SIGra	SIGraM
kamalAmBasI	kamalAmBasI
vAcye	vAcye
6	6
nyAsa	nyAsaH
parileKa	parileKaH
50	50
dfSyakamalasya	dfSyakamalasya
pramARaM	pramARaM
8	8
nimajjanaBUmiH	nimajjanaBUmiH
24	24
karaRam	karaRam
arDajyAyAScaturviSatervarga	arDajyAyAH^caturviMSateH^vargaH
576	576
tad	tad
dfSyakamalenAzwABiBagilabDam	dfSyakamalenAzwABirBAgalabDaM
72	72
etad'	etad
dfSyakamalayuktaM	dfSyakamalayuktaM
80	80
vihInaM	vihInaM
ca	ca
64	64
ete	ete
dalite	dalite
kamalapramARaM	kamalapramARaM
jalapramARaM	jalapramARaM
ca	ca
40	40
32	32
uddeSaka	uddeSakaH
aNgulazawkaM	aNgulazawkaM
kamalaM	kamalaM
majjati	majjati
hstadvayaM	hastadvayaM
gataM	gataM
mUlAt	mUlAt
icCAmi	icCAmi
tatra	tatra
bodDuM	bodDuM
paNkajamamBaHpramARaM	paNkajamamBaHpramARaM
ca	ca
7	7
nyAsa	nyAsaH
parileKa	parileKaH
51	51
dfSyaM	dfSyaM
6	6
nimajjanaBUmiH	nimajjanaBUmiH
48	48
labDaM	labDaM
pUrvavat	pUrvavat
paNkajapramARam	paNkajapramARaM
195	195
SramBa	amBaH
pramARam	pramARam
189	189
matsyabakoddeSakezvapyevamevAyatacaturaSrakzetrasyEko	matsyabakoddeSakezvapyevamevAyatacaturaSrakzetrasyeko
bAhurarDajyA	bAhurarDajyA
bAhudvayaM	bAhudvayaM
mahASaraH	mahASaraH
SezaM	SezaM
mUzikoddeSakravat	mUzikoddeSakavat
karma	karma
uddeSaka	uddeSakaH
zaqdvAdaSikA	zaqdvAdaSikA
vApI	vApI
tasyAM	tasyAM
pUrvottare	pUrvottare
sTito	sTitaH
matsyaH	matsyaH
vAyavye	vAyavye
koRe	koRe
syAdvakaH	syAdbakaH
sTitastadBayAsUrRam	sTitaH^tadBayAttUrRam
mitvA	BitvA
vApIM	vApIM
matsya	matsyaH
karRena	karRena
gato	gato
diSaM	diSaM
tato	tato
yAmyAm	yAmyAm
pASrvanAgatya	pArSvenAgatya
hato	hataH
bakena	bakena
vAcyaM	vAcyaM
tayoryAtam	tayoryAtam
8	8
nyAsa	nyAsaH
parileKa	parileKaH
52	52
bakamatsyakaraRam	bakamatsyakaraRam
vApIpASrvamarDajyeti	vApIpArSvamarDajyeti
tasya	tasya
vargaH	vargaH
36	36
pASrvadvayaM	pArSvadvayaM
mahASara	mahASara
iti	iti
jAtam	jAtam
18	18
anena	anena
BAgalabDam	BAgalabDaM
2	2
etenAzwAdaSaBiH	etena^azwAdaSaBiH
saMkramaRena	saMkramaRena
labDaM	labDaM
matsyabakagatipramARaM	matsyabakagatipramARaM
vApIpASrvaSezaSca	vApIpArSvaSezaSca
10	10
8	8
pASrvaSeze	pArSvaSeze
pASrvapatite	pArSvapatite
Sezo	SezaH
dakziRAparakoRaprAptirmatsyasya	dakziRAparakoRaprAptiH^matsyasya
uddeSaka–	uddeSakaH
dvAdaSadaSikA	dvAdaSadaSikA
vApI	vApI
hyAgneyasTo	hyAgneyasTaH
bako$Ta	bako$Ta
matsyo$pi	matsyo$pi
ESAnyAmaparASAgato	ESAnyAM^aparASAgataH
hato$sO	hato$sO
kiyad	kiyad
vAcyam	vAcyam
9	9
FyAsa	nyAsaH
parileKaH	parileKaH
53	53
pUrvavallabDaM	pUrvavallabDaM
dakziRAparakoRAd	dakziRAparakoRAd
bakena	bakena
gatamU6	gatam
paScimabAhoranupravizwa^matsyagatiH	paScimabAhoH^anupravizwamatsyagatiH
M	8
vilomabIjakaraRenEtatsarvamanuzWitaMm	vilomabIjakaraRenEtatsarvamunuzWitam
pratyayakaraRaM	pratyayakaraRaM
ca	ca
sarvezveva	sarvezveva
kzetrezu	kzetrezu
'yaScEva	yaScEva
BujAvarga	BujAvargaH
kowIvargaSca	kowIvargaSca
karRavargaH	karRavargaH
sa	saH
gaRita0	gaRita
17	17
ityanenEveti	ityenenEveti
17	17
vfttAvagAhaSarajYAnam	vfttAvagAhaSarajYAnam
vfttAvagAhaSarAnayanAyAha	vfttAvagAhaSarAnayanAyAha
grAsone	grAsone
dve	dve
vftta	vftte
grAsaguRe	grAsaguRe
BAjayetpfTaktvena	BAjayetpfTaktvena
grAsonayogalabDO	grAsonayogalabDO
saMpAtaSarO	saMpAtaSarO
parasparataH	parasparataH
18	18
grAsena	grAsena
Une	Une
prAsone	grAsone
ke	ke
dve	dve
vftte	vftte
grAhyagrAhakamaRqaladvayam	grAhyagrAhakamaRqaladvayam
grAsaguRe	grAsaguRe
BAjayetpfTaktvena	BAjayetpfTaktvena
ekEkam	ekEkam
kena	kena
grAsonayogalabDO	grAsonayogalabDO
grAsonayoryoga	grAsonayoH^yogaH
grAsInayogaHM	grAsonayogaH
tayoreva	tayoreva
vfttayogrAsavivarjitayoH	vfttayoH^grAsavivarjitayoH
samAsa	samAsaH
tena	tena
grAsonayogena	grAsonayogena
labDO	labDO
grAsonayogalabDO	grAsonayogalabDO
sampAte	sampAte
SarO	SarO
sampAtaSarO	sampAtaSarO
avagAhaSarAviti	avagAhaSarAviti
yAvat	yAvat
parasparata	parasparataH
anyonyataH	anyonyataH
yasmAn	yasmAt
mahAvizkamBasyAlpa	mahAvizkamBasyAlpaH
Sara	SaraH
mahtvAnmaRqalasya	mahatvAnmaRqalasya
pralpavyAsasya	alpavyAsasya
mahAn	mahAn
SaraH	SaraH
yasmAdalpasya	yasmAdalpasya
maRqalasyAlpo$pyavayavo$tivakra	maRqalasyAlpo$pyavayavo$tivakraH
upalaByate	upalaByate
na	na
taTA	taTA
mahta	mahataH
tasmAttO	tasmAttO
saMpAtaSarO	saMpAtaSarO
parasparato	parasparataH
BavataH	BavataH
uddeSaka—	uddeSakaH
aSItivizkamBatamomayena	aSItivizkamBatamomayena
dvAtriMSAvinboH	dvAtriMSadindoH
hTagitA	sTagitA
yakzA$zwO	yadAzwO
jYAtuM	jYAtuM
tadicCAmi	tadicCAmi
SarO	SarO
kiyantO	kiyantO
rAhoraTenvoH	rAhoraTendoH
paripUrRamUrtteH	paripUrRamUrteH
1	1
nyAsa	nyAsaH
parileKa	parileKaH
54	54
karaRam	karaRam
grAsone	grAsone
dve	dve
vfte	vftte
72	72
24	24
grAsaguRe	grAsaguRe
576	576
192	192
grAsonayogaH	grAsonayogaH
96	96
anena	anena
labDO	labDO
SarO	SarO
candramasaH	candramasaH
6	6
rAho	rAhoH
2	2
parasparata	parasparata
iti	iti
18	18
SreQIgaRitam	SreQIgaRitam
aTedAnIM	aTedAnIM
SreQIgaRitAnayanAyAha	SreQIgaRitAnayanAyAha
izwaM	izwaM
vyekaM	vyekaM
dalitaM	dalitaM
sapUrvamuttaraguRaM	sapUrvamuttaraguRaM
samuKaM	samuKaM
maDyam	maDyam
izwaguRitamizwaDanaM	izwaguRitamiizwaDanaM
tvaTavA$$dyantaM	tvaTavA$$dyantaM
padADaMhftam	padArDahatam
18	19
izwam	izwam
Isitam	Ipsitam
vigatamekena	vigatamekena
vyekam	vyekam
dalitan	dalitam
aDitam	arDitam
sapUrvam	sapUrvam
izwAtpadAdyAni	izwAt^padAdyayAni
prAgavasTitAni	prAgavasTitAni
padAni	padAni
tAni	tAni
pUrvaSabdenocyante	pUrvaSabdenocyante
saha	saha
pUrveRa	pUrveRa
vartata	vartate
iti	iti
sapUrvam	sapUrvam
uttaro	uttaro
guRo	guRo
yasya	yasya
taquttaraguRam	taduttaraguRam
samuKaM	samuKaM
muKamAdiH	muKamAdiH
sah	saha
muKena	muKena
vartata	vartate
iti	iti
samuKam	samuKam
maDyaDanaM	maDyaDanaM
Bavati	Bavati
izwaguRitam	izwaguRitaM
izwena	izwena
guRitamizwaguRitam'	guRitaM^izwaguRitam
izwaDanam	izwaDanam
izwasya	izwasya
gacCasya	gacCasya
DanaM	DanaM
Bavati	Bavati
pratna	atra
bahUni	bahUni
sUtrARi	sUtrARi
muktakavyavasTitAni	muktakavyavasTitAni
tezAM	tezAM
yaTAsaMyogaM	yaTAsaMyogaM
sambanDaH	sambanDaH
'izwaM	izwaM
vyekaM	vyekaM
dalitamuttaraguRaM	dalitamuttaraguRaM
samuKam	samuKam
iti	iti
maDyaDanAnayanArTaM	maDyaDanAnayanArTam
sUtram	sUtram
'maDyamizwaguRitamizwaDanam'	maDyam^izwaguRitam^izwaDanam
iti	iti
gacCaDanAnayanArTam	gacCaDanAnayanArTam
'izwaM	izwam
vyekaM	vyekam
sapUrvamuttaraguRaM	sapUrvam^uttaraguRam
samuKam'	samuKam
ityantyopAntyAdiDanAnayanArTam	ityantyopAntyAdiDanAnayanArTam
'izwaM	izwaM
vyekaM	vyekaM
dalitaM	dalitaM
sapUrvamuttaraguRaM	sapUrvamuttaraguRaM
samuKamizwaguRitamizwaDanam'	samuKamizwaguRitaM^izwaDanam
ityavAntarayaTezwapadasaNKyAnayanArTam	ityavAntarayaTezwapadasaNKyAnayanArTam
evametAni	evametAni
pAdonayA$$ryayA	pAdonayA$$ryayA
pratibadDAni	pratibadDAni
tAni	tAni
yaTAkrameRoddeSakezveva	yaTAkrameRoddeSakezveva
pratipAdayizyAma	pratipAdayizyAmaH
uddeSa布一	uddeSakaH
adidvitayaM	AdirdvitayaM
dfzwaM	dfzwaM
SreQayA	SreQyAH
pravadanti	pravadanti
cottaraM	cottaraM
nORi	trIRi
gacCaH	gacCaH
paYca	paYca
nirukzato	nirukto
maDyASeze	maDyASeze
Dane	Dane
brUhi	brUhi
1	1
nyAsa	nyAsaH
prAdi	AdiH
2	2
uttaraM	uttaram
3	3
gacCa	gacCaH
5	5
karaRam	karaRam
izwaM	izwaM
gacCaH	gacCaH
5	5
vyeka	vyekaM
4	4
dalitam	dalitam
2	2
uttaraguRaM	uttaraguRaM
6	6
samuKam	samuKaM
8	8
etanmaDyaDanam	etanmaDyaDanam
etadevezwagacCena	etadevezwagacCena
guRitaM	guRitaM
sarvaDanaM	sarvaDanaM
jAtam	jAtam
40	40
uddeSaka	uddeSakaH
azwAvAviryasyAH	azwAvAdiryasyAH
paYca	paYca
pravadanti	pravadanti
cottaraM	cottaraM
SreqyAH	SreQyAH
gacCo$zwAdaSa	gacCo$zwAdaSa
dfzwo	dfzwo
maDyASeze	maDyASeze
Dane	Dane
vAcye	vAcye
2	2
nyAsa	nyAsaH
prAdiH	AdiH
8	8
uttaraM	uttaraM
5	5
gacCa	gacCaH
18	18
pUrvavallabDaM	pUrvavallabDaM
maDyaDanaM	maDyaDanam
1	1
sarvaDanam	sarvaDanam
909	909
antyopAntyAdiDanAnayane	antyopAntyAdiDanAnayane
uddeSaka	uddeSakaH
ekAdaSottarAyAH	ekAdaSottarAyAH
saptAdeH	saptAdeH
paYcaviMSatirgacCaH	paYcaviMSatirgacCaH
tatrAntyopAntyaDane	tatrAntyopAntyaDane
vada	vada
SIGraM	SIGraM
viSateSca	viMSateSca
kiyat	kiyat
3	3
nyAsaH	nyAsaH
prAdiH	AdiH
7	7
uttaraM	uttaraM
11	11
gacCa	gacCaH
25	25
karaRam	karaRam
izwaM	izwaM
paYcaviMSatiH	paYcaviMSatiH
25	25
pUraRaM	pUraRaM
padamekamiti	padaM^ekamiti
ekaM	ekaM
rUpaM	rUpaM
1	1
etadeva	etadeva
vyekaM	vyekaM
SUnyam	SUnyam
0	0
etadeva	etadeva
sapUrvamiti	sapUrvamiti
SUnyena	SUnyena
kziptA	kziptA
catuviMSatiH	caturviMSatiH
24	24
uttaraguRaM	uttaraguRaM
264	264
samuKaM	samuKaM
271	271
etadantyaDanam'	etadantyaDanam
upAntyaDanAnayane	upAntyaDanAnayane
pratra	atra
pUrvARi	pUrvARi
padAni	padAni
trayoviMSatiH	trayoviMSatiH
23	23
etEH	etEH
pUrvaM^karaRenopAntyaDanaM'	pUrvakaraRenopAntyaDanaM
labDam	labDam
260	260
viMSatestu	viMSateH^tu
pUrvapadAni	pUrvapadAni
ekonaveiSati	ekonaviMSatiH
etE	etEH
pUrvavadviMSatitamasya	pUrvavadviMSatitamasya
padasya	padasya
Danam	Danam
216	216
avAntare	avAntare
yaTezwapadasaNKyADanAnayane	yaTezwapadasaNKyADanAnayane
uddeSakaH–	uddeSakaH
dvayAdivyuttarasaNKya	dvyAditryuttarasaNKyaM
dine	dine
dine	dine
kArtike	kArtike
kramAnmAse	kramAnmAse
pradadAti	pradadAti
mahIpAlaH	mahIpAlaH
paYcadaSAhe	paYcadaSAhe
gate	gate
vipra	vipraH
brahmizWa	brahmizWaH
samprAptastasmE	samprAptastasmE
dattA	dattA
daSAhaDanasaNKyA	daSAhaDanasaNKyA
paYcadinotTA$syasmE	paYcadinotTA$nyasmE
kaTaya	kaTaya
DanaM	DanaM
kiM	kiM
tayostatra	tayostatra
4	4
nyAsaprAdiH	nyAsaH^AdiH
2	2
uttaraM	uttaraM
3	3
gacCaH	gacCaH
30	30
pratna	atra
paYcadaSAhe	paYcadaSAhe
gate	gate
brahmizWa	brahmizWaH
prAgatastasmE	AgatastasmE
zoqaSAhAtpraBfti	zoqaSAhAt^praBfti
yadupacitaM	yadupacitaM
daSAhfDanaM	daSAhaDanaM
taddattamiti	taddattamiti
daSa	daSa
